"Player","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST.x","STL","BLK","TOV","PF","PS.G","TEAM","AGE","HEIGHT","WEIGHT","DRAFT.ROUND","DRAFT.NUMBER","GP","PTS","REB","AST.y","NETRTG","OREB.","DREB.","USG.","TS.","AST.","heightnum"
"Luke Babbitt",28,"ATL",37,9,15.4,2.2,4.5,0.476,1.3,3,0.441,0.8,1.5,0.544,0.622,0.5,0.6,0.773,0.1,2.1,2.2,0.7,0.2,0.1,0.4,1.3,6.1,"MIA",28,"6-9",225,"1","16",2,0,0,0,-83.2,"0.0%","0.0%","15.5%","0.0%","0.0%",81
"Malcolm Brogdon",25,"MIL",48,20,29.9,5.1,10.5,0.485,1.3,3.4,0.385,3.8,7.1,0.532,0.547,1.6,1.8,0.882,0.5,2.8,3.3,3.2,0.9,0.3,1.4,2.7,13,"MIL",25,"6-5",215,"2","36",7,8.7,3.4,2.4,-5.7,"2.2%","12.1%","18.6%","51.3%","14.2%",77
"Manu Ginobili",40,"SAS",65,0,20,3.1,7.1,0.434,1,3,0.333,2.1,4.2,0.506,0.503,1.7,2,0.84,0.3,1.9,2.2,2.5,0.7,0.2,1.6,1.9,8.9,"SAS",40,"6-6",205,"2","57",5,9,3,3.2,-4.4,"1.0%","15.9%","19.6%","53.8%","24.2%",78
"Marcin Gortat",33,"WAS",82,82,25.3,3.5,6.8,0.518,0,0,NA,3.5,6.8,0.518,0.518,1.3,2,0.675,2.2,5.4,7.6,1.8,0.5,0.7,1.2,2.1,8.4,"WAS",34,"6-11",240,"2","57",6,8.7,6.3,1,-3,"10.4%","20.3%","14.5%","56.4%","5.2%",73
"Marco Belinelli",31,"TOT",80,2,24.3,4.2,9.5,0.442,1.9,4.9,0.377,2.4,4.6,0.511,0.539,1.9,2,0.908,0.2,1.6,1.9,1.9,0.8,0.2,1.2,1.1,12.1,"PHI",32,"6-5",210,"1","18",10,12.9,2.1,2,3.6,"0.4%","8.0%","18.7%","53.9%","11.0%",77
"Marco Belinelli",31,"ATL",52,1,23.3,3.8,9.3,0.411,1.8,4.8,0.372,2.1,4.6,0.451,0.506,1.9,2.1,0.927,0.3,1.7,1.9,2,0.9,0.1,1,0.8,11.4,"PHI",32,"6-5",210,"1","18",10,12.9,2.1,2,3.6,"0.4%","8.0%","18.7%","53.9%","11.0%",77
"Marco Belinelli",31,"PHI",28,1,26.3,4.9,10,0.495,2,5.3,0.385,2.9,4.7,0.618,0.597,1.7,1.9,0.87,0.2,1.6,1.8,1.6,0.7,0.3,1.4,1.8,13.6,"PHI",32,"6-5",210,"1","18",10,12.9,2.1,2,3.6,"0.4%","8.0%","18.7%","53.9%","11.0%",77
"Marcus Georges-Hunt",23,"MIN",42,0,5.3,0.5,1.1,0.438,0.1,0.4,0.267,0.4,0.8,0.515,0.479,0.3,0.5,0.619,0.2,0.2,0.4,0.2,0.1,0,0.1,0.8,1.4,"MIN",24,"6-5",226,"Undrafted","Undrafted",2,0,0.5,0,-33.7,"25.0%","0.0%","14.5%","0.0%","0.0%",77
"Marcus Morris",28,"BOS",54,21,26.8,4.9,11.3,0.429,1.6,4.3,0.368,3.3,7,0.467,0.499,2.3,2.9,0.805,0.8,4.6,5.4,1.3,0.6,0.2,1.2,1.9,13.6,"BOS",28,"6-9",235,"1","14",16,12.4,5.2,1.1,0.9,"3.3%","17.7%","22.2%","47.7%","6.4%",81
"Marcus Smart",23,"BOS",54,11,29.9,3.5,9.5,0.367,1.4,4.6,0.301,2.1,4.9,0.429,0.44,1.8,2.5,0.729,0.8,2.7,3.5,4.8,1.3,0.4,2.4,2.5,10.2,"BOS",24,"6-4",220,"1","6",12,10,3.8,5.1,2.7,"3.0%","10.6%","21.2%","44.1%","26.8%",76
"Markelle Fultz",19,"PHI",14,0,18.1,3.2,7.9,0.405,0,0.1,0,3.2,7.9,0.409,0.405,0.7,1.5,0.476,0.8,2.3,3.1,3.8,0.9,0.3,1.2,1.6,7.1,"PHI",19,"6-4",200,"1","1",3,1.7,1,1.7,3.6,"0.0%","13.0%","17.3%","28.5%","26.3%",76
"Markieff Morris",28,"WAS",73,73,27,4.5,9.4,0.48,1,2.8,0.367,3.5,6.6,0.529,0.536,1.4,1.8,0.82,1,4.6,5.6,1.9,0.8,0.5,1.7,3,11.5,"WAS",28,"6-10",245,"1","13",6,9.8,7.5,1.7,-8,"8.7%","20.9%","14.5%","55.2%","8.1%",72
"Matthew Dellavedova",27,"MIL",38,3,18.7,1.4,4,0.362,0.8,2.1,0.372,0.7,1.9,0.351,0.457,0.7,0.7,0.926,0.4,1.3,1.7,3.8,0.4,0,1.3,1.8,4.3,"MIL",27,"6-4",198,"Undrafted","Undrafted",6,2,0.8,2.7,-1.1,"1.5%","5.6%","11.3%","46.6%","28.6%",76
"Maurice Harkless",24,"POR",59,36,21.4,2.5,5,0.495,0.8,2,0.415,1.7,3,0.547,0.577,0.7,1,0.712,0.8,2,2.7,0.9,0.8,0.7,0.7,1.7,6.5,"POR",25,"6-9",220,"1","15",2,8,4,2,-10.6,"7.0%","12.2%","12.0%","61.5%","10.3%",81
"Meyers Leonard",25,"POR",33,2,7.7,1.4,2.4,0.59,0.3,0.8,0.423,1.1,1.6,0.673,0.66,0.3,0.3,0.818,0.4,1.8,2.1,0.5,0.2,0,0.3,1.1,3.4,"POR",26,"7-1",255,"1","11",2,4,2,0,52.1,"0.0%","50.0%","19.5%","100%","0.0%",85
"Mike Scott",29,"WAS",76,1,18.5,3.6,6.9,0.527,0.9,2.1,0.405,2.8,4.8,0.582,0.59,0.7,1,0.658,0.7,2.6,3.3,1.1,0.3,0.1,1,1.9,8.8,"WAS",29,"6-8",237,"2","43",6,10.8,3.5,0.7,9.9,"6.1%","13.3%","16.6%","74.5%","4.4%",80
"Myles Turner",21,"IND",65,62,28.2,4.7,9.8,0.479,0.9,2.4,0.357,3.8,7.4,0.519,0.523,2.5,3.2,0.777,1.4,5,6.4,1.3,0.6,1.8,1.5,2.9,12.7,"IND",22,"6-11",255,"1","11",7,12.4,5.1,0.6,9.2,"3.9%","16.4%","17.6%","69.8%","3.4%",73
"Nemanja Bjelica",29,"MIN",67,21,20.5,2.6,5.5,0.461,1.1,2.7,0.415,1.4,2.8,0.505,0.563,0.5,0.7,0.8,0.8,3.3,4.1,1.3,0.7,0.2,0.8,2.1,6.8,"MIN",30,"6-10",230,"2","35",5,4.6,3,0.6,-11.4,"7.3%","20.4%","18.3%","60.3%","11.1%",72
"Nick Young",32,"GSW",80,8,17.4,2.5,6.1,0.412,1.5,4.1,0.377,1,2,0.481,0.538,0.7,0.8,0.862,0.3,1.3,1.6,0.5,0.5,0.1,0.5,1.3,7.3,"GSW",32,"6-7",210,"1","16",12,3.1,0.8,0.3,0.6,"0.8%","7.3%","12.2%","52.6%","3.4%",79
"Nikola Mirotic",26,"CHI",25,3,24.9,5.7,12.1,0.474,2.8,6.4,0.429,3,5.6,0.525,0.588,2.6,3.2,0.823,0.7,5.6,6.4,1.6,0.6,0.5,1.2,1.8,16.8,"NOP",27,"6-10",238,"1","23",9,15,9.6,1.7,3.3,"3.1%","23.7%","16.0%","61.2%","6.1%",72
"Nikola Mirotic",26,"TOT",55,14,27.2,5.6,12.4,0.447,2.5,6.5,0.377,3.1,5.9,0.525,0.546,2,2.5,0.818,1.1,6.3,7.4,1.5,0.8,0.7,1.1,2,15.6,"NOP",27,"6-10",238,"1","23",9,15,9.6,1.7,3.3,"3.1%","23.7%","16.0%","61.2%","6.1%",72
"Nikola Mirotic",26,"NOP",30,11,29.1,5.4,12.7,0.427,2.2,6.6,0.335,3.2,6.2,0.524,0.513,1.6,1.9,0.81,1.4,6.8,8.2,1.4,1,0.9,1,2.1,14.6,"NOP",27,"6-10",238,"1","23",9,15,9.6,1.7,3.3,"3.1%","23.7%","16.0%","61.2%","6.1%",72
"Norman Powell",24,"TOR",70,18,15.2,2.1,5.3,0.401,0.8,2.7,0.285,1.4,2.7,0.516,0.472,0.5,0.6,0.821,0.2,1.5,1.7,1.3,0.5,0.2,0.9,1.6,5.5,"TOR",24,"6-4",215,"2","46",6,2,0.3,0.3,-2.4,"0.0%","6.3%","21.6%","38.1%","8.3%",76
"OG Anunoby",20,"TOR",74,62,20,2.2,4.7,0.471,1,2.7,0.371,1.2,2,0.604,0.577,0.5,0.8,0.629,0.6,1.9,2.5,0.7,0.7,0.2,0.6,1.8,5.9,"TOR",20,"6-8",235,"1","23",10,7.9,2.1,0.7,-0.7,"5.0%","6.4%","12.0%","69.5%","4.0%",80
"Pascal Siakam",23,"TOR",81,5,20.7,3.1,6.1,0.508,0.4,1.6,0.22,2.8,4.5,0.612,0.537,0.7,1.1,0.621,1,3.5,4.5,2,0.8,0.5,0.8,2,7.3,"TOR",24,"6-9",230,"1","27",10,6.6,3.6,0.8,-3.7,"6.1%","19.0%","14.9%","66.3%","7.2%",81
"Pat Connaughton",25,"POR",82,5,18.1,2,4.8,0.423,0.9,2.6,0.352,1.1,2.2,0.506,0.518,0.5,0.5,0.841,0.4,1.5,2,1.1,0.3,0.3,0.5,1.5,5.4,"POR",25,"6-5",210,"2","41",4,4,1,1.5,-23.1,"3.5%","3.9%","12.6%","50.4%","15.4%",77
"Patrick Patterson",28,"OKC",82,3,15.5,1.3,3.2,0.398,0.8,2.1,0.386,0.5,1.2,0.421,0.523,0.5,0.6,0.87,0.4,2,2.4,0.7,0.6,0.3,0.4,1.1,3.9,"OKC",29,"6-9",230,"1","14",6,1.3,1.8,0.5,-18.7,"1.8%","18.5%","7.1%","66.7%","8.1%",81
"Patty Mills",29,"SAS",82,36,25.7,3.4,8.3,0.411,1.9,5,0.372,1.5,3.3,0.47,0.523,1.3,1.4,0.89,0.3,1.6,1.9,2.8,0.7,0.1,1.3,1.6,10,"SAS",29,"6-0",185,"2","55",5,13.4,2,2.6,-11.7,"1.2%","6.1%","18.9%","56.6%","14.3%",72
"Pau Gasol",37,"SAS",77,63,23.5,3.7,8.1,0.458,0.6,1.6,0.358,3.2,6.6,0.481,0.492,2.1,2.7,0.756,1.7,6.4,8,3.1,0.3,1,1.4,1.6,10.1,"SAS",37,"7-0",250,"1","3",5,6,4.8,2.8,-13.5,"2.5%","29.7%","15.5%","61.5%","24.1%",84
"Paul George",27,"OKC",79,79,36.6,7.3,16.9,0.43,3.1,7.7,0.401,4.2,9.3,0.454,0.521,4.3,5.2,0.82,0.9,4.7,5.7,3.3,2,0.5,2.7,2.9,21.9,"OKC",28,"6-9",220,"1","10",6,24.7,6,2.7,-4.9,"1.7%","13.4%","28.2%","54.5%","11.1%",81
"Quinn Cook",24,"GSW",33,18,22.4,3.7,7.6,0.484,1.4,3.2,0.442,2.3,4.5,0.514,0.575,0.7,0.8,0.88,0.3,2.2,2.5,2.7,0.4,0,1,1.8,9.5,"GSW",25,"6-2",179,"Undrafted","Undrafted",11,7,2,0.8,9.9,"1.4%","14.3%","19.6%","57.9%","8.6%",74
"Rajon Rondo",31,"NOP",65,63,26.2,3.6,7.6,0.468,0.8,2.3,0.333,2.8,5.3,0.526,0.518,0.4,0.7,0.543,0.5,3.6,4,8.2,1.1,0.2,2.3,1.8,8.3,"NOP",32,"6-1",186,"1","21",9,10.3,7.6,12.2,1.7,"3.2%","19.6%","18.4%","47.4%","46.2%",73
"Raul Neto",25,"UTA",41,0,12.1,1.7,3.7,0.457,0.5,1.1,0.404,1.2,2.5,0.481,0.52,0.6,0.9,0.743,0.2,1,1.2,1.8,0.3,0.1,0.9,0.9,4.5,"UTA",26,"6-1",179,"2","47",8,2.6,1.3,1.3,2.2,"2.9%","12.1%","16.8%","41.7%","17.9%",73
"Raymond Felton",33,"OKC",82,2,16.6,2.7,6.7,0.406,1,2.8,0.352,1.7,3.9,0.444,0.479,0.4,0.5,0.818,0.3,1.6,1.9,2.5,0.6,0.2,0.9,1.1,6.9,"OKC",33,"6-1",205,"1","5",6,5.2,2.2,1.5,-3,"2.6%","13.4%","20.7%","48.6%","20.5%",73
"Richaun Holmes",24,"PHI",48,2,15.5,2.8,5,0.56,0.1,0.6,0.129,2.7,4.4,0.624,0.568,0.8,1.2,0.661,1.2,3.2,4.4,1.3,0.4,0.6,0.5,2,6.5,"PHI",24,"6-10",235,"2","37",3,0,0.3,0.3,-36.1,"0.0%","11.1%","3.8%","0.0%","14.3%",72
"Ricky Rubio",27,"UTA",77,77,29.3,4.5,10.7,0.418,1.2,3.5,0.352,3.2,7.2,0.451,0.476,2.9,3.3,0.866,0.6,4,4.6,5.3,1.6,0.1,2.7,2.7,13.1,"UTA",27,"6-4",190,"1","5",6,14,7.3,7,9,"2.8%","22.0%","25.3%","47.1%","36.5%",76
"Robert Covington",27,"PHI",80,80,31.7,4.3,10.5,0.413,2.5,6.9,0.369,1.8,3.6,0.497,0.534,1.5,1.7,0.853,0.7,4.7,5.4,2,1.7,0.9,1.6,3,12.6,"PHI",27,"6-9",225,"Undrafted","Undrafted",10,8.1,5.3,2.5,-2.8,"4.0%","16.4%","14.6%","45.0%","12.8%",81
"Rodney Hood",25,"UTA",39,12,27.8,6,14.2,0.424,2.6,6.7,0.389,3.4,7.4,0.455,0.516,2.2,2.5,0.876,0.4,2.5,2.8,1.7,0.8,0.2,1.6,1.6,16.8,"CLE",25,"6-8",206,"1","23",12,4.9,1.3,1.2,-20.7,"1.1%","9.6%","18.5%","44.7%","11.8%",80
"Rodney Hood",25,"TOT",60,23,26.9,5.4,12.5,0.429,2.1,5.6,0.381,3.3,7,0.467,0.513,1.9,2.2,0.86,0.4,2.4,2.8,1.6,0.8,0.2,1.2,1.8,14.7,"CLE",25,"6-8",206,"1","23",12,4.9,1.3,1.2,-20.7,"1.1%","9.6%","18.5%","44.7%","11.8%",80
"Rodney Hood",25,"CLE",21,11,25.3,4.2,9.5,0.442,1.2,3.4,0.352,3,6.1,0.492,0.505,1.2,1.5,0.813,0.4,2.2,2.6,1.4,0.7,0.2,0.3,2,10.8,"CLE",25,"6-8",206,"1","23",12,4.9,1.3,1.2,-20.7,"1.1%","9.6%","18.5%","44.7%","11.8%",80
"Rodney McGruder",26,"MIA",18,2,16.6,2,4.1,0.493,0.8,1.9,0.429,1.2,2.1,0.553,0.596,0.2,0.4,0.5,0.6,1.2,1.8,0.9,0.4,0.2,0.2,1.2,5.1,"MIA",26,"6-4",200,"Undrafted","Undrafted",4,0.5,1,0,-16,"0.0%","25.0%","10.9%","25.0%","0.0%",76
"Royce O'Neale",24,"UTA",69,4,16.7,1.7,4.1,0.423,0.6,1.7,0.356,1.1,2.4,0.47,0.496,0.9,1.1,0.803,0.4,3.1,3.4,1.4,0.5,0.2,0.8,1.5,5,"UTA",24,"6-6",226,"Undrafted","Undrafted",11,7.1,3.5,1.4,-13.6,"1.2%","15.0%","13.7%","60.6%","9.4%",78
"Rudy Gay",31,"SAS",57,6,21.6,4.4,9.4,0.471,0.6,2.1,0.314,3.8,7.4,0.516,0.506,2,2.5,0.772,1.3,3.8,5.1,1.3,0.8,0.7,1.4,1.7,11.5,"SAS",31,"6-8",230,"1","8",5,12.2,5.6,2.2,-7.6,"5.8%","14.3%","21.6%","44.2%","13.1%",80
"Rudy Gobert",25,"UTA",56,56,32.4,4.9,7.9,0.622,0,0,NA,4.9,7.9,0.622,0.622,3.6,5.3,0.682,2.9,7.8,10.7,1.4,0.8,2.3,1.9,2.7,13.5,"UTA",25,"7-1",245,"1","27",11,13.2,10.7,1,-2.1,"12.1%","20.8%","15.1%","66.2%","4.5%",85
"Russell Westbrook",29,"OKC",80,80,36.4,9.5,21.1,0.449,1.2,4.1,0.298,8.3,17,0.485,0.477,5.2,7.1,0.737,1.9,8.2,10.1,10.3,1.8,0.3,4.8,2.5,25.4,"OKC",29,"6-3",200,"1","4",6,29.3,12,7.5,-8.2,"4.8%","27.1%","38.2%","49.3%","39.1%",75
"Ryan Anderson",29,"HOU",66,50,26.1,3.1,7.3,0.431,2,5.1,0.386,1.2,2.1,0.539,0.568,1.1,1.4,0.774,1.4,3.6,5,0.9,0.4,0.3,0.6,1.9,9.3,"HOU",30,"6-10",240,"1","21",9,2.1,1.3,0.7,-15.6,"3.8%","13.0%","11.4%","52.8%","10.3%",72
"Semi Ojeleye",23,"BOS",73,0,15.8,0.9,2.6,0.346,0.5,1.7,0.32,0.3,0.9,0.397,0.452,0.3,0.6,0.61,0.5,1.7,2.2,0.3,0.3,0.1,0.3,1.2,2.7,"BOS",23,"6-7",235,"2","37",16,1.9,1.7,0.1,-6.7,"2.0%","11.9%","7.5%","44.0%","1.3%",79
"Serge Ibaka",28,"TOR",76,76,27.5,5,10.3,0.483,1.4,3.9,0.36,3.6,6.4,0.559,0.552,1.2,1.6,0.797,1,5.3,6.3,0.8,0.4,1.3,1.2,2.8,12.6,"TOR",28,"6-10",235,"1","24",10,8.7,5.9,1.1,3.2,"6.4%","22.1%","17.0%","53.3%","5.9%",72
"Shabazz Muhammad",25,"MIL",11,0,10.6,3.4,6.1,0.552,0.3,0.7,0.375,3.1,5.4,0.576,0.575,1.5,1.7,0.895,0.7,2.1,2.8,0.6,0.4,0.1,0.1,0.6,8.5,"MIL",25,"6-6",221,"1","14",4,6.3,1,0,12.2,"0.0%","15.4%","40.1%","56.3%","0.0%",78
"Shabazz Muhammad",25,"TOT",43,2,9.7,2,4.4,0.447,0.2,0.6,0.259,1.8,3.7,0.478,0.465,0.9,1.2,0.78,0.5,1.2,1.8,0.3,0.2,0.1,0.1,0.7,5,"MIL",25,"6-6",221,"1","14",4,6.3,1,0,12.2,"0.0%","15.4%","40.1%","56.3%","0.0%",78
"Shabazz Muhammad",25,"MIN",32,2,9.4,1.5,3.8,0.388,0.1,0.6,0.211,1.3,3.2,0.422,0.405,0.7,1,0.71,0.5,0.9,1.4,0.2,0.2,0.1,0.2,0.7,3.8,"MIL",25,"6-6",221,"1","14",4,6.3,1,0,12.2,"0.0%","15.4%","40.1%","56.3%","0.0%",78
"Shabazz Napier",26,"POR",74,10,20.7,3,7.2,0.42,1.1,2.9,0.376,1.9,4.2,0.45,0.497,1.6,1.9,0.841,0.4,1.9,2.3,2,1.1,0.2,1.2,1.1,8.7,"POR",26,"6-1",175,"1","24",2,5.5,1,1.5,3.4,"0.0%","6.3%","21.7%","46.3%","14.3%",73
"Shane Larkin",25,"BOS",54,2,14.4,1.6,4.1,0.384,0.6,1.6,0.36,1,2.5,0.398,0.454,0.6,0.7,0.865,0.3,1.4,1.7,1.8,0.5,0.1,0.6,1.1,4.3,"BOS",25,"5-11",175,"1","18",11,3.7,1,1.8,-4,"0.7%","8.5%","12.8%","55.1%","21.5%",61
"Shaun Livingston",32,"GSW",71,7,15.9,2.4,4.8,0.501,0,0.1,0,2.4,4.8,0.509,0.501,0.7,0.9,0.82,0.5,1.4,1.8,2,0.5,0.3,0.8,1.6,5.5,"GSW",32,"6-7",192,"1","4",13,7.2,2.3,1.8,11.4,"4.0%","10.5%","18.7%","53.3%","14.2%",79
"Solomon Hill",26,"NOP",12,1,15.6,0.9,3.4,0.268,0.3,1.8,0.19,0.6,1.7,0.35,0.317,0.3,0.5,0.5,0.8,2.3,3,1.8,0.6,0.1,0.8,1.8,2.4,"NOP",27,"6-7",225,"1","23",9,3.7,1.9,0.8,-3.5,"5.8%","10.6%","13.6%","56.1%","8.0%",79
"Stephen Curry",29,"GSW",51,51,32,8.4,16.9,0.495,4.2,9.8,0.423,4.2,7.1,0.595,0.618,5.5,5.9,0.921,0.7,4.4,5.1,6.1,1.6,0.2,3,2.2,26.4,"GSW",30,"6-3",190,"1","7",7,23.9,5.7,4.3,12.3,"2.3%","17.2%","28.5%","61.7%","19.9%",75
"Sterling Brown",22,"MIL",54,4,14.4,1.5,3.8,0.4,0.6,1.7,0.352,0.9,2.1,0.439,0.478,0.4,0.4,0.875,0.5,2.1,2.6,0.5,0.6,0.2,0.5,1.5,4,"MIL",23,"6-6",230,"2","46",3,2.3,0.7,0,8.2,"7.7%","10.0%","19.2%","70.0%","0.0%",78
"Steven Adams",24,"OKC",76,76,32.7,5.9,9.4,0.629,0,0,0,5.9,9.3,0.631,0.629,2.1,3.8,0.557,5.1,4,9,1.2,1.2,1,1.7,2.8,13.9,"OKC",24,"7-0",255,"1","12",6,10.5,7.5,1.5,-5.2,"10.3%","13.3%","12.0%","60.9%","6.9%",84
"T.J. McConnell",25,"PHI",76,1,22.4,2.8,5.5,0.499,0.4,0.8,0.435,2.4,4.7,0.51,0.531,0.4,0.5,0.795,0.5,2.5,3,4,1.2,0.2,1.5,1.6,6.3,"PHI",26,"6-2",190,"Undrafted","Undrafted",10,5.5,2.6,2.3,11.5,"4.5%","12.0%","12.4%","72.0%","22.5%",74
"Taj Gibson",32,"MIN",82,82,33.2,5.2,9,0.577,0.1,0.4,0.2,5.1,8.6,0.595,0.581,1.7,2.3,0.768,2.4,4.8,7.1,1.2,0.8,0.7,1.1,2.7,12.2,"MIN",32,"6-9",235,"1","26",5,6.2,4,0.4,-11.8,"6.7%","10.6%","10.6%","66.5%","2.6%",81
"Tarik Black",26,"HOU",51,2,10.5,1.5,2.5,0.591,0,0.2,0.091,1.5,2.3,0.638,0.594,0.6,1.2,0.46,1.2,2,3.2,0.3,0.4,0.6,0.7,2.1,3.5,"HOU",26,"6-9",250,"Undrafted","Undrafted",7,0.3,0.9,0.3,-39.1,"11.8%","22.2%","12.0%","25.0%","15.4%",81
"Terrance Ferguson",19,"OKC",61,12,12.5,1.1,2.8,0.414,0.7,2,0.333,0.5,0.8,0.612,0.533,0.1,0.2,0.9,0.3,0.5,0.8,0.3,0.4,0.2,0.2,1.4,3.1,"OKC",20,"6-7",184,"1","21",3,1,0.3,0.3,65.3,"33.3%","0.0%","7.0%","150.0%","11.1%",79
"Terry Rozier",23,"BOS",80,16,25.9,4,10,0.395,1.9,5,0.381,2,5,0.41,0.491,1.4,1.9,0.772,0.8,3.9,4.7,2.9,1,0.2,1,1.5,11.3,"BOS",24,"6-2",190,"1","16",16,17.1,5.4,5.8,2,"1.6%","15.8%","20.7%","55.9%","25.1%",74
"Thaddeus Young",29,"IND",81,81,32.2,5.2,10.7,0.487,0.7,2.2,0.32,4.5,8.4,0.531,0.521,0.7,1.1,0.598,2.3,4,6.3,1.9,1.7,0.4,1.3,2.2,11.8,"IND",29,"6-8",230,"1","12",7,11.3,7.7,1.4,1.2,"12.1%","15.4%","14.4%","60.1%","6.5%",80
"Thon Maker",20,"MIL",74,12,16.7,1.8,4.3,0.411,0.4,1.4,0.298,1.3,2.9,0.467,0.46,0.9,1.3,0.699,1,2,3,0.6,0.5,0.7,0.6,2.2,4.8,"MIL",21,"7-1",223,"1","10",6,5.5,3.8,0.8,16.3,"6.2%","15.9%","13.2%","53.1%","5.2%",85
"Tim Frazier",27,"WAS",59,11,14.2,1.2,2.9,0.395,0.3,0.9,0.304,0.9,2,0.44,0.445,0.4,0.5,0.767,0.3,1.6,1.9,3.3,0.8,0.1,1,1.6,3,"WAS",27,"6-1",170,"Undrafted","Undrafted",2,0,0.5,1.5,-28.6,"0.0%","20.0%","7.2%","0.0%","60.0%",73
"Tomas Satoransky",26,"WAS",73,30,22.5,2.8,5.3,0.523,0.6,1.4,0.465,2.1,3.9,0.544,0.585,1,1.3,0.781,1,2.2,3.2,3.9,0.7,0.2,1.1,1.8,7.2,"WAS",26,"6-7",210,"2","32",6,1.2,1.5,0.5,-7.2,"9.1%","7.1%","12.8%","23.7%","7.0%",79
"Tony Bradley",20,"UTA",9,0,3.2,0.3,1.2,0.273,0,0.1,0,0.3,1.1,0.3,0.273,0.2,0.2,1,0.4,0.8,1.2,0.1,0,0,0,0.1,0.9,"UTA",20,"6-10",248,"1","28",1,2,1,0,1.8,"50.0%","0.0%","36.8%","50.0%","0.0%",72
"Tony Parker",35,"SAS",55,21,19.5,3.2,7.1,0.459,0.2,0.7,0.27,3.1,6.4,0.479,0.472,1,1.4,0.705,0.1,1.6,1.7,3.5,0.5,0,1.2,0.9,7.7,"SAS",36,"6-2",185,"1","28",5,6.6,0.8,1.2,-26,"0.0%","6.9%","30.2%","41.2%","18.8%",74
"Tony Snell",26,"MIL",75,59,27.4,2.5,5.7,0.435,1.4,3.6,0.403,1,2.1,0.49,0.562,0.5,0.6,0.792,0.1,1.8,1.9,1.3,0.6,0.4,0.5,1.5,6.9,"MIL",26,"6-7",221,"1","20",7,2.7,1.9,0.6,3.5,"0.8%","10.5%","9.7%","39.6%","4.0%",79
"Trevor Ariza",32,"HOU",67,67,33.9,4,9.7,0.412,2.5,6.9,0.368,1.5,2.8,0.519,0.542,1.1,1.3,0.854,0.5,3.9,4.4,1.6,1.5,0.2,0.8,2,11.7,"HOU",32,"6-8",215,"2","43",13,9.2,3.8,1.4,12.2,"1.3%","12.1%","12.3%","55.0%","5.9%",80
"Trevor Booker",30,"PHI",33,0,15,1.8,3.3,0.56,0.1,0.2,0.286,1.8,3.1,0.578,0.569,1,1.2,0.821,1.4,2.3,3.7,0.8,0.5,0.3,0.6,1.5,4.7,"IND",30,"6-8",228,"1","23",7,2.6,2.6,0,2.8,"9.4%","27.7%","11.1%","68.8%","0.0%",80
"Trevor Booker",30,"BRK",18,6,21.9,4.3,8.3,0.513,0.2,0.7,0.25,4.1,7.7,0.536,0.523,1.3,2.4,0.558,2.1,4.5,6.6,2.1,0.4,0.3,1.7,2.4,10.1,"IND",30,"6-8",228,"1","23",7,2.6,2.6,0,2.8,"9.4%","27.7%","11.1%","68.8%","0.0%",80
"Trevor Booker",30,"TOT",68,7,17,2.6,5,0.516,0.1,0.5,0.242,2.5,4.6,0.545,0.528,1,1.4,0.71,1.7,3,4.7,1.2,0.4,0.3,0.9,1.8,6.3,"IND",30,"6-8",228,"1","23",7,2.6,2.6,0,2.8,"9.4%","27.7%","11.1%","68.8%","0.0%",80
"Trevor Booker",30,"IND",17,1,15.8,2.3,4.9,0.464,0.2,0.8,0.214,2.1,4.1,0.514,0.482,0.6,0.6,0.909,1.9,2.6,4.5,1,0.2,0.3,0.5,1.5,5.4,"IND",30,"6-8",228,"1","23",7,2.6,2.6,0,2.8,"9.4%","27.7%","11.1%","68.8%","0.0%",80
"Tristan Thompson",26,"CLE",53,22,20.2,2.5,4.4,0.562,0,0,NA,2.5,4.4,0.562,0.562,0.8,1.5,0.544,2.4,4.3,6.6,0.6,0.3,0.3,0.7,1.9,5.8,"CLE",27,"6-9",238,"1","4",12,6.5,6,0.7,-1.7,"15.6%","19.0%","12.5%","68.0%","4.9%",81
"Tyler Johnson",25,"MIA",72,39,28.5,4.3,9.9,0.435,1.7,4.5,0.367,2.6,5.4,0.491,0.518,1.5,1.8,0.822,0.5,3,3.4,2.3,0.8,0.5,1.1,2.1,11.7,"MIA",26,"6-4",190,"Undrafted","Undrafted",5,8,1.6,0.8,-6.4,"1.4%","9.6%","16.8%","68.8%","7.7%",76
"Tyler Zeller",28,"TOT",66,34,16.8,2.8,5.1,0.56,0.2,0.4,0.357,2.7,4.6,0.578,0.575,0.9,1.2,0.722,1.7,3,4.6,0.7,0.2,0.5,0.7,1.9,6.7,"MIL",28,"7-0",250,"1","17",7,1.6,2,0.4,-23,"3.4%","17.9%","6.0%","81.4%","7.5%",84
"Tyler Zeller",28,"MIL",24,1,16.9,2.6,4.4,0.59,0,0.1,0,2.6,4.3,0.602,0.59,0.7,0.8,0.895,2,2.7,4.6,0.8,0.3,0.6,0.5,2,5.9,"MIL",28,"7-0",250,"1","17",7,1.6,2,0.4,-23,"3.4%","17.9%","6.0%","81.4%","7.5%",84
